section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
Operational Resources (Thermal),192,LIGNIN (CHAMON 2) U1,,LIG_UNIT1,HARRIS,GAS-GT,HOUSTON,2022,60.5,42.0
Operational Resources (Thermal),193,LIGNIN (CHAMON 2) U2,,LIG_UNIT2,HARRIS,GAS-GT,HOUSTON,2022,60.5,42.0
Operational Resources (Thermal),194,LOST PINES POWER CTG 1,,LOSTPI_LOSTPGT1,BASTROP,GAS-CC,SOUTH,2001,202.5,183.0
Operational Resources (Thermal),195,LOST PINES POWER CTG 2,,LOSTPI_LOSTPGT2,BASTROP,GAS-CC,SOUTH,2001,202.5,175.0
Operational Resources (Thermal),196,LOST PINES POWER STG 1,,LOSTPI_LOSTPST1,BASTROP,GAS-CC,SOUTH,2001,204.0,192.0
Operational Resources (Thermal),197,MAGIC VALLEY STATION CTG 1,,NEDIN_NEDIN_G1,HIDALGO,GAS-CC,SOUTH,2001,266.9,213.6
Operational Resources (Thermal),198,MAGIC VALLEY STATION CTG 2,,NEDIN_NEDIN_G2,HIDALGO,GAS-CC,SOUTH,2001,266.9,213.6
Operational Resources (Thermal),199,MAGIC VALLEY STATION STG 3,,NEDIN_NEDIN_G3,HIDALGO,GAS-CC,SOUTH,2001,258.4,255.5
Operational Resources (Thermal),200,MIDLOTHIAN ENERGY FACILITY CTG 1,,MDANP_CT1,ELLIS,GAS-CC,NORTH,2001,258.0,232.0
Operational Resources (Thermal),201,MIDLOTHIAN ENERGY FACILITY CTG 2,,MDANP_CT2,ELLIS,GAS-CC,NORTH,2001,256.0,230.0
Operational Resources (Thermal),202,MIDLOTHIAN ENERGY FACILITY CTG 3,,MDANP_CT3,ELLIS,GAS-CC,NORTH,2001,255.0,229.0
Operational Resources (Thermal),203,MIDLOTHIAN ENERGY FACILITY CTG 4,,MDANP_CT4,ELLIS,GAS-CC,NORTH,2001,258.0,232.0
Operational Resources (Thermal),204,MIDLOTHIAN ENERGY FACILITY CTG 5,,MDANP_CT5,ELLIS,GAS-CC,NORTH,2002,276.0,244.0
Operational Resources (Thermal),205,MIDLOTHIAN ENERGY FACILITY CTG 6,,MDANP_CT6,ELLIS,GAS-CC,NORTH,2002,278.0,246.0
Operational Resources (Thermal),206,MORGAN CREEK CTG 1,,MGSES_CT1,MITCHELL,GAS-GT,WEST,1988,89.4,67.0
Operational Resources (Thermal),207,MORGAN CREEK CTG 2,,MGSES_CT2,MITCHELL,GAS-GT,WEST,1988,89.4,66.0
Operational Resources (Thermal),208,MORGAN CREEK CTG 3,,MGSES_CT3,MITCHELL,GAS-GT,WEST,1988,89.4,66.0
Operational Resources (Thermal),209,MORGAN CREEK CTG 4,,MGSES_CT4,MITCHELL,GAS-GT,WEST,1988,89.4,67.0
Operational Resources (Thermal),210,MORGAN CREEK CTG 5,,MGSES_CT5,MITCHELL,GAS-GT,WEST,1988,89.4,68.0
Operational Resources (Thermal),211,MORGAN CREEK CTG 6,,MGSES_CT6,MITCHELL,GAS-GT,WEST,1988,89.4,68.0
Operational Resources (Thermal),212,MOUNTAIN CREEK STG 6,,MCSES_UNIT6,DALLAS,GAS-ST,NORTH,1956,122.0,122.0
Operational Resources (Thermal),213,MOUNTAIN CREEK STG 7,,MCSES_UNIT7,DALLAS,GAS-ST,NORTH,1958,118.0,118.0
Operational Resources (Thermal),214,MOUNTAIN CREEK STG 8,,MCSES_UNIT8,DALLAS,GAS-ST,NORTH,1967,568.0,568.0
Operational Resources (Thermal),215,NUECES BAY CTG 8,,NUECES_B_NUECESG8,NUECES,GAS-CC,COASTAL,2010,189.6,161.0
Operational Resources (Thermal),216,NUECES BAY CTG 9,,NUECES_B_NUECESG9,NUECES,GAS-CC,COASTAL,2010,189.6,161.0
Operational Resources (Thermal),217,NUECES BAY STG 7,,NUECES_B_NUECESG7,NUECES,GAS-CC,COASTAL,1972,351.0,322.0
Operational Resources (Thermal),218,O W SOMMERS STG 1,,CALAVERS_OWS1,BEXAR,GAS-ST,SOUTH,1972,445.0,420.0
Operational Resources (Thermal),219,O W SOMMERS STG 2,,CALAVERS_OWS2,BEXAR,GAS-ST,SOUTH,1974,435.0,410.0
Operational Resources (Thermal),220,ODESSA-ECTOR POWER CTG 11,,OECCS_CT11,ECTOR,GAS-CC,WEST,2001,195.2,164.6
Operational Resources (Thermal),221,ODESSA-ECTOR POWER CTG 12,,OECCS_CT12,ECTOR,GAS-CC,WEST,2001,189.1,156.1
Operational Resources (Thermal),222,ODESSA-ECTOR POWER CTG 21,,OECCS_CT21,ECTOR,GAS-CC,WEST,2001,195.2,164.6
Operational Resources (Thermal),223,ODESSA-ECTOR POWER CTG 22,,OECCS_CT22,ECTOR,GAS-CC,WEST,2001,189.1,156.1
Operational Resources (Thermal),224,ODESSA-ECTOR POWER STG 1,,OECCS_UNIT1,ECTOR,GAS-CC,WEST,2001,224.0,206.4
Operational Resources (Thermal),225,ODESSA-ECTOR POWER STG 2,,OECCS_UNIT2,ECTOR,GAS-CC,WEST,2001,224.0,206.4
Operational Resources (Thermal),226,OLD BLOOMINGTON ROAD CTG 1 (VICTORIA PORT 2),,VICTPRT2_UNIT1,VICTORIA,GAS-GT,SOUTH,2022,60.5,45.0
Operational Resources (Thermal),227,OLD BLOOMINGTON ROAD CTG 2 (VICTORIA PORT 2),,VICTPRT2_UNIT2,VICTORIA,GAS-GT,SOUTH,2022,60.5,45.0
Operational Resources (Thermal),228,PANDA SHERMAN POWER CTG 1,,PANDA_S_SHER1CT1,GRAYSON,GAS-CC,NORTH,2014,232.0,218.0
Operational Resources (Thermal),229,PANDA SHERMAN POWER CTG 2,,PANDA_S_SHER1CT2,GRAYSON,GAS-CC,NORTH,2014,232.0,217.0
Operational Resources (Thermal),230,PANDA SHERMAN POWER STG 1,,PANDA_S_SHER1ST1,GRAYSON,GAS-CC,NORTH,2014,353.1,308.0
Operational Resources (Thermal),231,PANDA TEMPLE I POWER CTG 1,,PANDA_T1_TMPL1CT1,BELL,GAS-CC,NORTH,2014,232.0,220.0
Operational Resources (Thermal),232,PANDA TEMPLE I POWER CTG 2,,PANDA_T1_TMPL1CT2,BELL,GAS-CC,NORTH,2014,232.0,207.0
Operational Resources (Thermal),233,PANDA TEMPLE I POWER STG 1,,PANDA_T1_TMPL1ST1,BELL,GAS-CC,NORTH,2014,353.1,324.0
Operational Resources (Thermal),234,PANDA TEMPLE II POWER CTG 1,,PANDA_T2_TMPL2CT1,BELL,GAS-CC,NORTH,2015,232.0,218.5
Operational Resources (Thermal),235,PANDA TEMPLE II POWER CTG 2,,PANDA_T2_TMPL2CT2,BELL,GAS-CC,NORTH,2015,232.0,218.5
Operational Resources (Thermal),236,PANDA TEMPLE II POWER STG 1,,PANDA_T2_TMPL2ST1,BELL,GAS-CC,NORTH,2015,353.1,353.1
Operational Resources (Thermal),237,PARIS ENERGY CENTER CTG 1,,TNSKA_GT1,LAMAR,GAS-CC,NORTH,1989,90.9,86.0
Operational Resources (Thermal),238,PARIS ENERGY CENTER CTG 2,,TNSKA_GT2,LAMAR,GAS-CC,NORTH,1989,90.9,86.0
Operational Resources (Thermal),239,PARIS ENERGY CENTER STG 1,,TNSKA_STG,LAMAR,GAS-CC,NORTH,1990,90.0,79.0
Operational Resources (Thermal),240,PASADENA COGEN FACILITY CTG 2,,PSG_PSG_GT2,HARRIS,GAS-CC,HOUSTON,2000,215.1,170.0
Operational Resources (Thermal),241,PASADENA COGEN FACILITY CTG 3,,PSG_PSG_GT3,HARRIS,GAS-CC,HOUSTON,2000,215.1,170.0
Operational Resources (Thermal),242,PASADENA COGEN FACILITY STG 2,,PSG_PSG_ST2,HARRIS,GAS-CC,HOUSTON,2000,195.5,168.0
Operational Resources (Thermal),243,PEARSALL ENGINE PLANT IC A,,PEARSAL2_AGR_A,FRIO,GAS-IC,SOUTH,2012,50.6,50.6
Operational Resources (Thermal),244,PEARSALL ENGINE PLANT IC B,,PEARSAL2_AGR_B,FRIO,GAS-IC,SOUTH,2012,50.6,50.6
Operational Resources (Thermal),245,PEARSALL ENGINE PLANT IC C,,PEARSAL2_AGR_C,FRIO,GAS-IC,SOUTH,2012,50.6,50.6
Operational Resources (Thermal),246,PEARSALL ENGINE PLANT IC D,,PEARSAL2_AGR_D,FRIO,GAS-IC,SOUTH,2012,50.6,50.6
Operational Resources (Thermal),247,PERMIAN BASIN CTG 1,,PB2SES_CT1,WARD,GAS-GT,WEST,1988,89.4,64.0
Operational Resources (Thermal),248,PERMIAN BASIN CTG 2,,PB2SES_CT2,WARD,GAS-GT,WEST,1988,89.4,64.0
Operational Resources (Thermal),249,PERMIAN BASIN CTG 3,,PB2SES_CT3,WARD,GAS-GT,WEST,1988,89.4,64.0
Operational Resources (Thermal),250,PERMIAN BASIN CTG 4,,PB2SES_CT4,WARD,GAS-GT,WEST,1990,89.4,64.0
Operational Resources (Thermal),251,PERMIAN BASIN CTG 5,,PB2SES_CT5,WARD,GAS-GT,WEST,1990,89.4,65.0
Operational Resources (Thermal),252,PROENERGY SOUTH 1 (PES1) CTG 1,,PRO_UNIT1,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),253,PROENERGY SOUTH 1 (PES1) CTG 2,,PRO_UNIT2,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),254,PROENERGY SOUTH 1 (PES1) CTG 3,,PRO_UNIT3,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),255,PROENERGY SOUTH 1 (PES1) CTG 4,,PRO_UNIT4,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),256,PROENERGY SOUTH 1 (PES1) CTG 5,,PRO_UNIT5,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),257,PROENERGY SOUTH 1 (PES1) CTG 6,,PRO_UNIT6,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),258,PROENERGY SOUTH 2 (PES2) CTG 7,,PRO_UNIT7,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),259,PROENERGY SOUTH 2 (PES2) CTG 8,,PRO_UNIT8,HARRIS,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),260,PHR PEAKERS (BAC) CTG 1,,BAC_CTG1,GALVESTON,GAS-GT,HOUSTON,2018,65.0,61.0
Operational Resources (Thermal),261,PHR PEAKERS (BAC) CTG 2,,BAC_CTG2,GALVESTON,GAS-GT,HOUSTON,2018,65.0,62.0
Operational Resources (Thermal),262,PHR PEAKERS (BAC) CTG 3,,BAC_CTG3,GALVESTON,GAS-GT,HOUSTON,2018,65.0,52.0
Operational Resources (Thermal),263,PHR PEAKERS (BAC) CTG 4,,BAC_CTG4,GALVESTON,GAS-GT,HOUSTON,2018,65.0,56.0
Operational Resources (Thermal),264,PHR PEAKERS (BAC) CTG 5,,BAC_CTG5,GALVESTON,GAS-GT,HOUSTON,2018,65.0,56.0
Operational Resources (Thermal),265,PHR PEAKERS (BAC) CTG 6,,BAC_CTG6,GALVESTON,GAS-GT,HOUSTON,2018,65.0,54.0
Operational Resources (Thermal),266,"POWERLANE PLANT STG 1 (AS OF 10/1/2022, AVAILABLE 5/1 THROUGH 9/30)",,STEAM1A_STEAM_1,HUNT,GAS-ST,NORTH,1966,18.8,
Operational Resources (Thermal),267,POWERLANE PLANT STG 2,,STEAM_STEAM_2,HUNT,GAS-ST,NORTH,1967,25.0,21.5
Operational Resources (Thermal),268,POWERLANE PLANT STG 3,,STEAM_STEAM_3,HUNT,GAS-ST,NORTH,1978,43.2,36.0
Operational Resources (Thermal),269,QUAIL RUN ENERGY CTG 1,,QALSW_GT1,ECTOR,GAS-CC,WEST,2007,90.6,80.0
Operational Resources (Thermal),270,QUAIL RUN ENERGY CTG 2,,QALSW_GT2,ECTOR,GAS-CC,WEST,2007,90.6,80.0
Operational Resources (Thermal),271,QUAIL RUN ENERGY CTG 3,,QALSW_GT3,ECTOR,GAS-CC,WEST,2008,90.6,80.0
Operational Resources (Thermal),272,QUAIL RUN ENERGY CTG 4,,QALSW_GT4,ECTOR,GAS-CC,WEST,2008,90.6,80.0
Operational Resources (Thermal),273,QUAIL RUN ENERGY STG 1,,QALSW_STG1,ECTOR,GAS-CC,WEST,2007,98.1,98.0
Operational Resources (Thermal),274,QUAIL RUN ENERGY STG 2,,QALSW_STG2,ECTOR,GAS-CC,WEST,2008,98.1,98.0
Operational Resources (Thermal),275,R W MILLER CTG 4,,MIL_MILLERG4,PALO PINTO,GAS-GT,NORTH,1994,116.0,104.0
Operational Resources (Thermal),276,R W MILLER CTG 5,,MIL_MILLERG5,PALO PINTO,GAS-GT,NORTH,1994,116.0,104.0
Operational Resources (Thermal),277,R W MILLER STG 1,,MIL_MILLERG1,PALO PINTO,GAS-ST,NORTH,1968,75.0,75.0
Operational Resources (Thermal),278,R W MILLER STG 2,,MIL_MILLERG2,PALO PINTO,GAS-ST,NORTH,1972,120.0,120.0
Operational Resources (Thermal),279,R W MILLER STG 3,,MIL_MILLERG3,PALO PINTO,GAS-ST,NORTH,1975,216.0,208.0
Operational Resources (Thermal),280,RAY OLINGER CTG 4,,OLINGR_OLING_4,COLLIN,GAS-GT,NORTH,2001,95.0,90.0
Operational Resources (Thermal),281,RAY OLINGER STG 2,,OLINGR_OLING_2,COLLIN,GAS-ST,NORTH,1971,113.6,107.0
Operational Resources (Thermal),282,RAY OLINGER STG 3,,OLINGR_OLING_3,COLLIN,GAS-ST,NORTH,1975,156.6,146.0
Operational Resources (Thermal),283,RABBS POWER STATION U1,,RAB_UNIT1,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),284,RABBS POWER STATION U2,,RAB_UNIT2,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),285,RABBS POWER STATION U3,,RAB_UNIT3,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),286,RABBS POWER STATION U4,,RAB_UNIT4,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),287,RABBS POWER STATION U5,,RAB_UNIT5,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),288,RABBS POWER STATION U6,,RAB_UNIT6,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),289,RABBS POWER STATION U7,,RAB_UNIT7,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),290,RABBS POWER STATION U8,,RAB_UNIT8,FORT BEND,GAS-GT,HOUSTON,2022,60.5,45.1
Operational Resources (Thermal),291,REDGATE IC A,,REDGATE_AGR_A,HIDALGO,GAS-IC,SOUTH,2016,56.3,56.3
Operational Resources (Thermal),292,REDGATE IC B,,REDGATE_AGR_B,HIDALGO,GAS-IC,SOUTH,2016,56.3,56.3
Operational Resources (Thermal),293,REDGATE IC C,,REDGATE_AGR_C,HIDALGO,GAS-IC,SOUTH,2016,56.3,56.3
Operational Resources (Thermal),294,REDGATE IC D,,REDGATE_AGR_D,HIDALGO,GAS-IC,SOUTH,2016,56.3,56.3
Operational Resources (Thermal),295,REMY JADE POWER STATION U1,,JAD_UNIT1,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),296,REMY JADE POWER STATION U2,,JAD_UNIT2,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),297,REMY JADE POWER STATION U3,,JAD_UNIT3,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),298,REMY JADE POWER STATION U4,,JAD_UNIT4,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),299,REMY JADE POWER STATION U5,,JAD_UNIT5,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),300,REMY JADE POWER STATION U6,,JAD_UNIT6,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),301,REMY JADE POWER STATION U7,,JAD_UNIT7,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),302,REMY JADE POWER STATION U8,,JAD_UNIT8,HARRIS,GAS-GT,HOUSTON,2024,60.5,45.1
Operational Resources (Thermal),303,RIO NOGALES POWER CTG 1,,RIONOG_CT1,GUADALUPE,GAS-CC,SOUTH,2002,203.0,170.2
Operational Resources (Thermal),304,RIO NOGALES POWER CTG 2,,RIONOG_CT2,GUADALUPE,GAS-CC,SOUTH,2002,203.0,170.2
Operational Resources (Thermal),305,RIO NOGALES POWER CTG 3,,RIONOG_CT3,GUADALUPE,GAS-CC,SOUTH,2002,203.0,170.2
Operational Resources (Thermal),306,RIO NOGALES POWER STG 4,,RIONOG_ST1,GUADALUPE,GAS-CC,SOUTH,2002,373.2,306.0
Operational Resources (Thermal),307,SAM RAYBURN POWER CTG 7,,RAYBURN_RAYBURG7,VICTORIA,GAS-CC,SOUTH,2003,60.5,50.0
Operational Resources (Thermal),308,SAM RAYBURN POWER CTG 8,,RAYBURN_RAYBURG8,VICTORIA,GAS-CC,SOUTH,2003,60.5,51.0
Operational Resources (Thermal),309,SAM RAYBURN POWER CTG 9,,RAYBURN_RAYBURG9,VICTORIA,GAS-CC,SOUTH,2003,60.5,50.0
Operational Resources (Thermal),310,SAM RAYBURN POWER STG 10,,RAYBURN_RAYBURG10,VICTORIA,GAS-CC,SOUTH,2003,42.0,40.0
Operational Resources (Thermal),311,SAN JACINTO SES CTG 1,,SJS_SJS_G1,HARRIS,GAS-GT,HOUSTON,1995,88.2,83.0
Operational Resources (Thermal),312,SAN JACINTO SES CTG 2,,SJS_SJS_G2,HARRIS,GAS-GT,HOUSTON,1995,88.2,83.0
Operational Resources (Thermal),313,SANDHILL ENERGY CENTER CTG 1,,SANDHSYD_SH1,TRAVIS,GAS-GT,SOUTH,2001,60.5,47.0
Operational Resources (Thermal),314,SANDHILL ENERGY CENTER CTG 2,,SANDHSYD_SH2,TRAVIS,GAS-GT,SOUTH,2001,60.5,47.0
Operational Resources (Thermal),315,SANDHILL ENERGY CENTER CTG 3,,SANDHSYD_SH3,TRAVIS,GAS-GT,SOUTH,2001,60.5,47.0
Operational Resources (Thermal),316,SANDHILL ENERGY CENTER CTG 4,,SANDHSYD_SH4,TRAVIS,GAS-GT,SOUTH,2001,60.5,47.0
Operational Resources (Thermal),317,SANDHILL ENERGY CENTER CTG 5A,,SANDHSYD_SH_5A,TRAVIS,GAS-CC,SOUTH,2004,198.9,151.0
Operational Resources (Thermal),318,SANDHILL ENERGY CENTER CTG 6,,SANDHSYD_SH6,TRAVIS,GAS-GT,SOUTH,2010,60.5,47.0
Operational Resources (Thermal),319,SANDHILL ENERGY CENTER CTG 7,,SANDHSYD_SH7,TRAVIS,GAS-GT,SOUTH,2010,60.5,47.0
Operational Resources (Thermal),320,SANDHILL ENERGY CENTER STG 5C,,SANDHSYD_SH_5C,TRAVIS,GAS-CC,SOUTH,2004,191.0,148.0
Operational Resources (Thermal),321,SILAS RAY CTG 10,,SILASRAY_SILAS_10,CAMERON,GAS-GT,COASTAL,2004,60.5,46.0
Operational Resources (Thermal),322,SILAS RAY POWER CTG 9,,SILASRAY_SILAS_9,CAMERON,GAS-CC,COASTAL,1996,50.0,40.0
Operational Resources (Thermal),323,SILAS RAY POWER STG 6,,SILASRAY_SILAS_6,CAMERON,GAS-CC,COASTAL,1962,25.0,20.0
Operational Resources (Thermal),324,SIM GIDEON STG 1,,GIDEON_GIDEONG1,BASTROP,GAS-ST,SOUTH,1965,136.0,130.0
Operational Resources (Thermal),325,SIM GIDEON STG 2,,GIDEON_GIDEONG2,BASTROP,GAS-ST,SOUTH,1968,136.0,133.0
Operational Resources (Thermal),326,SIM GIDEON STG 3,,GIDEON_GIDEONG3,BASTROP,GAS-ST,SOUTH,1972,351.0,336.0
Operational Resources (Thermal),327,SKY GLOBAL POWER ONE IC A,,SKY1_SKY1A,COLORADO,GAS-IC,SOUTH,2016,26.7,26.7
Operational Resources (Thermal),328,SKY GLOBAL POWER ONE IC B,,SKY1_SKY1B,COLORADO,GAS-IC,SOUTH,2016,26.7,26.7
Operational Resources (Thermal),329,"SPENCER STG U4 (AS OF 10/24/2022, AVAILABLE 3/1 THROUGH 11/30)",,SPNCER_SPNCE_4,DENTON,GAS-ST,NORTH,1966,61.0,57.0
Operational Resources (Thermal),330,"SPENCER STG U5 (AS OF 10/24/2022, AVAILABLE 3/1 THROUGH 11/30)",,SPNCER_SPNCE_5,DENTON,GAS-ST,NORTH,1973,65.0,61.0
Operational Resources (Thermal),331,STRYKER CREEK STG 1,,SCSES_UNIT1A,CHEROKEE,GAS-ST,NORTH,1958,177.0,167.0
Operational Resources (Thermal),332,STRYKER CREEK STG 2,,SCSES_UNIT2,CHEROKEE,GAS-ST,NORTH,1965,502.0,502.0
Operational Resources (Thermal),333,T H WHARTON CTG 1,,THW_THWGT_1,HARRIS,GAS-GT,HOUSTON,1967,16.3,14.0
Operational Resources (Thermal),334,T H WHARTON POWER CTG 31,,THW_THWGT31,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),335,T H WHARTON POWER CTG 32,,THW_THWGT32,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),336,T H WHARTON POWER CTG 33,,THW_THWGT33,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),337,T H WHARTON POWER CTG 34,,THW_THWGT34,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),338,T H WHARTON POWER CTG 41,,THW_THWGT41,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),339,T H WHARTON POWER CTG 42,,THW_THWGT42,HARRIS,GAS-CC,HOUSTON,1972,51.3,51.3
Operational Resources (Thermal),340,T H WHARTON POWER CTG 43,,THW_THWGT43,HARRIS,GAS-CC,HOUSTON,1974,62.0,56.0
Operational Resources (Thermal),341,T H WHARTON POWER CTG 44,,THW_THWGT44,HARRIS,GAS-CC,HOUSTON,1974,62.0,56.0
Operational Resources (Thermal),342,T H WHARTON POWER CTG 51,,THW_THWGT51,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),343,T H WHARTON POWER CTG 52,,THW_THWGT52,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),344,T H WHARTON POWER CTG 53,,THW_THWGT53,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),345,T H WHARTON POWER CTG 54,,THW_THWGT54,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),346,T H WHARTON POWER CTG 55,,THW_THWGT55,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),347,T H WHARTON POWER CTG 56,,THW_THWGT56,HARRIS,GAS-GT,HOUSTON,1975,85.0,57.0
Operational Resources (Thermal),348,T H WHARTON POWER STG 3,,THW_THWST_3,HARRIS,GAS-CC,HOUSTON,1974,113.1,109.0
Operational Resources (Thermal),349,T H WHARTON POWER STG 4,,THW_THWST_4,HARRIS,GAS-CC,HOUSTON,1974,113.1,109.0
Operational Resources (Thermal),350,TEXAS CITY POWER CTG A,,TXCTY_CTA,GALVESTON,GAS-CC,HOUSTON,2000,129.1,100.6
Operational Resources (Thermal),351,TEXAS CITY POWER CTG B,,TXCTY_CTB,GALVESTON,GAS-CC,HOUSTON,2000,129.1,100.6
Operational Resources (Thermal),352,TEXAS CITY POWER CTG C,,TXCTY_CTC,GALVESTON,GAS-CC,HOUSTON,2000,129.1,100.6
Operational Resources (Thermal),353,TEXAS CITY POWER STG,,TXCTY_ST,GALVESTON,GAS-CC,HOUSTON,2000,143.7,131.5
Operational Resources (Thermal),354,TEXAS GULF SULPHUR CTG 1,,TGS_GT01,WHARTON,GAS-GT,SOUTH,1985,94.0,76.0
Operational Resources (Thermal),355,TIMMERMAN POWER PLANT U1,,TIMPP_AGR1,CALDWELL,GAS-IC,SOUTH,2025,37.7,37.6
Operational Resources (Thermal),356,TIMMERMAN POWER PLANT U2,,TIMPP_AGR2,CALDWELL,GAS-IC,SOUTH,2025,56.5,56.4
Operational Resources (Thermal),357,TIMMERMAN POWER PLANT U3,,TIMPP_AGR3,CALDWELL,GAS-IC,SOUTH,2025,37.7,37.6
Operational Resources (Thermal),358,TIMMERMAN POWER PLANT U4,,TIMPP_AGR4,CALDWELL,GAS-IC,SOUTH,2025,56.5,56.4
Operational Resources (Thermal),359,TRINIDAD STG 6,,TRSES_UNIT6,HENDERSON,GAS-ST,NORTH,1965,239.0,235.0
Operational Resources (Thermal),360,TOPAZ POWER PLANT U1,,TOPAZ_UNIT1,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),361,TOPAZ POWER PLANT U2,,TOPAZ_UNIT2,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),362,TOPAZ POWER PLANT U3,,TOPAZ_UNIT3,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),363,TOPAZ POWER PLANT U4,,TOPAZ_UNIT4,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),364,TOPAZ POWER PLANT U5,,TOPAZ_UNIT5,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),365,TOPAZ POWER PLANT U6,,TOPAZ_UNIT6,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),366,TOPAZ POWER PLANT U7,,TOPAZ_UNIT7,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),367,TOPAZ POWER PLANT U8,,TOPAZ_UNIT8,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),368,TOPAZ POWER PLANT U9,,TOPAZ_UNIT9,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),369,TOPAZ POWER PLANT U10,,TOPAZ_UNIT10,GALVESTON,GAS-GT,HOUSTON,2021,60.5,45.1
Operational Resources (Thermal),370,V H BRAUNIG CTG 5,,BRAUNIG_VHB6CT5,BEXAR,GAS-GT,SOUTH,2009,64.5,48.0
Operational Resources (Thermal),371,V H BRAUNIG CTG 6,,BRAUNIG_VHB6CT6,BEXAR,GAS-GT,SOUTH,2009,64.5,48.0
Operational Resources (Thermal),372,V H BRAUNIG CTG 7,,BRAUNIG_VHB6CT7,BEXAR,GAS-GT,SOUTH,2009,64.5,48.0
Operational Resources (Thermal),373,V H BRAUNIG CTG 8,,BRAUNIG_VHB6CT8,BEXAR,GAS-GT,SOUTH,2009,64.5,47.0
Operational Resources (Thermal),374,VICTORIA CITY (CITYVICT) CTG 1,,CITYVICT_CTG01,VICTORIA,GAS-GT,SOUTH,2020,60.5,46.7
Operational Resources (Thermal),375,VICTORIA CITY (CITYVICT) CTG 2,,CITYVICT_CTG02,VICTORIA,GAS-GT,SOUTH,2020,60.5,46.7
Operational Resources (Thermal),376,VICTORIA PORT (VICTPORT) CTG 1,,VICTPORT_CTG01,VICTORIA,GAS-GT,SOUTH,2019,60.5,46.7
Operational Resources (Thermal),377,VICTORIA PORT (VICTPORT) CTG 2,,VICTPORT_CTG02,VICTORIA,GAS-GT,SOUTH,2019,60.5,46.7
Operational Resources (Thermal),378,VICTORIA POWER CTG 6,,VICTORIA_VICTORG6,VICTORIA,GAS-CC,SOUTH,2009,196.9,160.0
