uid,from_bus,to_bus,voltage_kv,length_km,capacity_mva,reactance
L1097_3202,1097,3202,138.0,0.37,400,0.00073948
L1494_3213,1494,3213,138.0,3.88,400,0.00773804
L670_974,670,974,138.0,19.15,600.0,0.03820906
L776_777,776,777,138.0,0.99,400,0.00196972
L1113_1454,1113,1454,138.0,6.45,600.0,0.0128644
L384_1744,384,1744,138.0,6.96,600.0,0.01388188
L3_3163,3,3163,138.0,12.05,400,0.02403965
L415_418,415,418,138.0,5.16,600.0,0.01030295
L1718_3518,1718,3518,138.0,2.62,400,0.00521894
L2293_2401,2293,2401,138.0,7.98,600.0,0.01591836
L2898_3011,2898,3011,345.0,4.21,2400.0,0.00113143
L908_909,908,909,138.0,0.31,400,0.00062221
L1042_3031,1042,3031,138.0,16.45,600.0,0.03282828
L2766_2905,2766,2905,138.0,3.3,2400.0,0.00658522
L2417_2418,2417,2418,138.0,14.68,600.0,0.02929737
L4077_4080,4077,4080,138.0,3.97,400,0.00791982
L1983_2194,1983,2194,138.0,4.49,600.0,0.00896125
L1906_3192,1906,3192,138.0,4.09,400,0.00817049
L2175_3971,2175,3971,138.0,6.3,400,0.01257363
L1333_2535,1333,2535,138.0,6.23,600.0,0.01243714
L1079_1383,1079,1383,138.0,3.2,2400.0,0.00638016
L1038_4297,1038,4297,138.0,1.18,400,0.00235204
L1308_2057,1308,2057,138.0,2.3,2400.0,0.00458183
L1733_3286,1733,3286,138.0,0.81,400,0.00162101
L2936_4049,2936,4049,138.0,2.04,400,0.00406604
L1882_3251,1882,3251,138.0,4.8,400,0.00957334
L549_1699,549,1699,138.0,15.48,600.0,0.03088907
L687_3732,687,3732,138.0,6.35,400,0.01267294
L1068_3576,1068,3576,138.0,1.0,400,0.00200129
L1388_1653,1388,1653,138.0,3.55,2400.0,0.00707693
L775_1973,775,1973,138.0,12.21,600.0,0.02435481
L950_4057,950,4057,138.0,2.17,400,0.00433714
L2059_2583,2059,2583,138.0,12.24,2400.0,0.02442343
L86_3975,86,3975,138.0,24.65,400,0.04919369
L254_3421,254,3421,138.0,1.5,400,0.00298562
L3491_3657,3491,3657,138.0,0.66,400,0.00132296
L2521_2593,2521,2593,138.0,4.68,600.0,0.00933218
L3444_3650,3444,3650,138.0,4.13,400,0.00824624
L2158_4145,2158,4145,138.0,13.89,400,0.02771687
L4081_4092,4081,4092,138.0,3.57,400,0.00713045
L2086_2640,2086,2640,138.0,1.83,2400.0,0.0036489
L340_3624,340,3624,138.0,0.43,400,0.00086545
L3999_4000,3999,4000,138.0,4.63,400,0.00923988
L1410_3435,1410,3435,138.0,1.88,400,0.00374644
L528_1108,528,1108,138.0,12.13,600.0,0.0241985
L1080_1104,1080,1104,138.0,2.76,600.0,0.00551081
L4015_4039,4015,4039,138.0,11.7,400,0.02335289
L2519_2540,2519,2540,138.0,3.58,600.0,0.00713798
L4050_4202,4050,4202,138.0,1.08,400,0.00215549
L916_1338,916,1338,138.0,17.03,600.0,0.03398949
L379_535,379,535,138.0,5.9,600.0,0.01177264
L301_3632,301,3632,138.0,0.91,400,0.0018132
L706_1942,706,1942,138.0,7.1,600.0,0.01417628
L944_2160,944,2160,138.0,13.03,600.0,0.02600644
L2578_2732,2578,2732,138.0,10.09,600.0,0.0201302
L4045_4179,4045,4179,138.0,5.75,400,0.01146872
L952_4062,952,4062,138.0,2.94,400,0.00586826
L216_4191,216,4191,138.0,8.5,400,0.01696484
L1680_2531,1680,2531,345.0,0.77,1200,0.00020623
L619_620,619,620,138.0,20.29,600.0,0.04048853
L2811_4134,2811,4134,138.0,0.8,400,0.00160179
L2620_2969,2620,2969,345.0,1.93,2400.0,0.00051851
L635_3385,635,3385,345.0,18.15,1200,0.00487871
L3169_3170,3169,3170,138.0,12.14,400,0.02422888
L760_3755,760,3755,138.0,0.99,400,0.00196932
L1060_4069,1060,4069,138.0,1.71,400,0.0034177
L2503_3859,2503,3859,138.0,0.35,400,0.00070795
L733_3841,733,3841,138.0,0.32,400,0.00063793
L366_367,366,367,138.0,5.7,600.0,0.011383
L2029_4188,2029,4188,138.0,0.82,400,0.0016303
L3940_4234,3940,4234,138.0,3.44,400,0.00685492
L3194_3365,3194,3365,138.0,21.79,400,0.04347669
L2457_2458,2457,2458,138.0,5.63,600.0,0.01123024
L2088_3032,2088,3032,138.0,1.88,600.0,0.00374462
L856_988,856,988,138.0,9.79,600.0,0.01952767
L1261_3500,1261,3500,138.0,6.03,400,0.01203854
L139_3353,139,3353,138.0,4.54,400,0.00906006
L1248_3540,1248,3540,138.0,4.08,400,0.00814469
L3252_3254,3252,3254,138.0,0.41,400,0.00082109
L635_3598,635,3598,345.0,0.47,1200,0.00012582
L39_3861,39,3861,138.0,22.13,400,0.04415257
L1097_3204,1097,3204,138.0,0.4,400,0.00078872
L940_2778,940,2778,138.0,0.5,400,0.00099249
L3993_4278,3993,4278,138.0,0.41,400,0.00082712
L2170_2841,2170,2841,138.0,26.91,600.0,0.05370122
L2371_2746,2371,2746,138.0,0.48,400,0.00095699
L533_1816,533,1816,138.0,1.44,600.0,0.00288086
L884_1945,884,1945,138.0,39.39,600.0,0.07860191
L1792_1797,1792,1797,138.0,3.48,2400.0,0.00694699
L2485_3889,2485,3889,138.0,0.68,400,0.00136469
L505_3150,505,3150,138.0,17.93,400,0.03578395
L1796_3283,1796,3283,138.0,2.04,400,0.00407903
L74_3984,74,3984,138.0,8.0,400,0.01595493
L669_973,669,973,138.0,16.51,600.0,0.03293406
L870_878,870,878,138.0,3.81,600.0,0.00761028
L1769_3731,1769,3731,138.0,30.7,400,0.06124958
L2154_4144,2154,4144,138.0,9.38,400,0.01871337
L1202_3213,1202,3213,138.0,10.22,400,0.02039694
L1557_3973,1557,3973,345.0,4.38,1200,0.0011764
L3478_3479,3478,3479,138.0,0.85,400,0.00169787
L3377_3491,3377,3491,138.0,0.35,400,0.00069519
L1042_1043,1042,1043,138.0,10.81,600.0,0.0215683
L3587_3598,3587,3598,138.0,0.71,400,0.00142478
L1176_1219,1176,1219,138.0,2.52,2400.0,0.00502665
L1115_2031,1115,2031,138.0,1.68,2400.0,0.00335431
L230_1200,230,1200,138.0,8.86,600.0,0.01768536
L1439_1441,1439,1441,138.0,3.23,2400.0,0.00644851
L227_1496,227,1496,345.0,21.2,2400.0,0.00569836
L1245_3513,1245,3513,138.0,1.13,400,0.00225221
L2011_3861,2011,3861,138.0,0.34,400,0.00067927
L1099_1915,1099,1915,138.0,1.99,600.0,0.00397297
L2592_2593,2592,2593,138.0,0.33,400,0.00066341
L2860_4242,2860,4242,138.0,1.66,400,0.00331042
L429_656,429,656,138.0,3.04,600.0,0.00605852
L986_1758,986,1758,138.0,13.15,600.0,0.0262424
L1898_4013,1898,4013,138.0,2.79,400,0.00557029
L1269_3271,1269,3271,138.0,0.31,400,0.00061483
L770_2002,770,2002,138.0,2.31,600.0,0.00461921
L1567_2686,1567,2686,345.0,46.43,2400.0,0.012483
L4088_4226,4088,4226,138.0,0.49,400,0.00098492
L589_590,589,590,138.0,0.51,400,0.00101399
L2578_2655,2578,2655,138.0,16.49,600.0,0.03290039
L422_3181,422,3181,138.0,14.95,400,0.02982701
L1654_3338,1654,3338,138.0,2.72,400,0.00543057
L3274_3675,3274,3675,138.0,0.64,400,0.00127897
L917_1698,917,1698,138.0,5.42,600.0,0.01081992
L2781_2922,2781,2922,138.0,11.57,600.0,0.0230798
L617_3833,617,3833,138.0,21.64,400,0.04317496
L3805_3921,3805,3921,138.0,0.98,400,0.00195757
L1331_2126,1331,2126,138.0,17.94,600.0,0.03580596
L2567_4215,2567,4215,138.0,0.38,400,0.00075184
L3901_3902,3901,3902,138.0,0.36,400,0.00072289
L2019_3927,2019,3927,138.0,2.25,400,0.00449565
L909_1400,909,1400,138.0,5.39,600.0,0.01075447
L1854_3677,1854,3677,138.0,9.25,400,0.01845318
L174_2699,174,2699,138.0,0.35,400,0.000708
L41_2505,41,2505,345.0,1.48,2400.0,0.00039853
L2100_3972,2100,3972,138.0,7.23,400,0.01443535
L3006_4026,3006,4026,138.0,1.42,400,0.00284002
L3788_3792,3788,3792,138.0,0.9,400,0.00179361
L1396_1509,1396,1509,345.0,0.79,1200,0.00021195
L348_1227,348,1227,138.0,15.59,600.0,0.0311009
L1176_3249,1176,3249,138.0,6.71,400,0.01338611
L1528_2040,1528,2040,345.0,1.05,2400.0,0.00028168
L3248_3681,3248,3681,138.0,2.17,400,0.00433842
L1226_3672,1226,3672,138.0,2.97,400,0.0059321
L2017_3927,2017,3927,138.0,5.5,400,0.01096937
L1166_1169,1166,1169,138.0,4.07,600.0,0.0081116
L2745_4183,2745,4183,138.0,0.92,400,0.00184041
L1427_1428,1427,1428,138.0,8.08,2400.0,0.0161218
L1125_3322,1125,3322,138.0,1.83,400,0.00364191
L2122_3714,2122,3714,138.0,10.35,400,0.02065672
L1492_3222,1492,3222,345.0,4.62,1200,0.00124284
L138_266,138,266,138.0,9.72,600.0,0.0194009
L1177_3253,1177,3253,138.0,1.04,400,0.00208364
L980_982,980,982,138.0,4.28,600.0,0.0085384
L472_2009,472,2009,138.0,5.4,600.0,0.01077722
L1718_3368,1718,3368,138.0,3.24,400,0.00645915
L1771_3411,1771,3411,138.0,3.41,400,0.00680173
L562_563,562,563,138.0,2.99,600.0,0.00597271
L3265_3266,3265,3266,138.0,5.36,400,0.01070245
L1840_3210,1840,3210,345.0,4.52,1200,0.0012149
L2356_2522,2356,2522,138.0,31.91,600.0,0.06366969
L1258_3199,1258,3199,138.0,8.51,400,0.01698349
L2811_4137,2811,4137,138.0,0.47,400,0.00093874
L877_878,877,878,138.0,4.17,400,0.0083215
L980_2848,980,2848,138.0,8.92,600.0,0.01779232
L758_3792,758,3792,138.0,0.52,400,0.00103499
L10_751,10,751,345.0,2.31,2400.0,0.00062142
L157_912,157,912,138.0,3.43,600.0,0.00684818
L2399_2547,2399,2547,138.0,9.83,2400.0,0.01961985
L247_248,247,248,138.0,6.83,600.0,0.01362669
L1563_2513,1563,2513,138.0,5.07,2400.0,0.01011635
L4241_4242,4241,4242,138.0,7.75,400,0.01546355
L1103_1386,1103,1386,138.0,2.54,600.0,0.0050589
L639_894,639,894,138.0,6.67,600.0,0.01331387
L391_3322,391,3322,138.0,3.84,400,0.00765879
L1940_3152,1940,3152,138.0,7.3,400,0.01457172
L1438_1439,1438,1439,138.0,3.28,2400.0,0.00654221
L1450_1670,1450,1670,138.0,1.17,600.0,0.00233145
L1074_1759,1074,1759,138.0,9.81,600.0,0.01957526
L3297_3298,3297,3298,138.0,10.98,400,0.02191086
L981_3148,981,3148,138.0,4.36,400,0.00870813
L1073_3583,1073,3583,138.0,5.26,400,0.01048587
L2356_3992,2356,3992,138.0,20.61,400,0.0411253
L2582_2831,2582,2831,138.0,5.44,2400.0,0.01084568
L3344_3692,3344,3692,138.0,0.54,400,0.00106947
L1255_1443,1255,1443,138.0,21.24,600.0,0.04238763
L529_3306,529,3306,138.0,8.03,400,0.01601377
L629_630,629,630,138.0,3.44,600.0,0.00687077
L151_156,151,156,138.0,8.85,600.0,0.01766896
L2222_4041,2222,4041,138.0,7.16,400,0.01429275
L279_280,279,280,138.0,8.77,600.0,0.01750369
L4147_4178,4147,4178,138.0,2.85,400,0.00567692
L948_4153,948,4153,138.0,8.4,400,0.01676985
L3732_3788,3732,3788,138.0,21.57,400,0.04303959
L3034_4009,3034,4009,345.0,11.05,1200,0.00297089
L2067_2627,2067,2627,138.0,10.13,2400.0,0.02021285
L1488_1925,1488,1925,345.0,28.38,2400.0,0.00763128
L1640_2773,1640,2773,138.0,4.76,600.0,0.00950746
L2015_2463,2015,2463,138.0,17.35,600.0,0.03462232
L199_4194,199,4194,138.0,2.21,400,0.00441789
L761_762,761,762,138.0,0.56,400,0.00112705
L608_609,608,609,138.0,33.19,600.0,0.06621893
L2608_4296,2608,4296,138.0,0.98,400,0.00195668
L106_936,106,936,138.0,0.67,400,0.00132892
L1976_2967,1976,2967,345.0,7.31,2400.0,0.00196402
L1791_3391,1791,3391,345.0,0.34,1200,9.086e-05
L800_4030,800,4030,138.0,3.63,400,0.00723792
L575_1495,575,1495,345.0,21.94,2400.0,0.00589971
L2042_4015,2042,4015,345.0,3.18,1200,0.00085614
L1321_3275,1321,3275,138.0,1.04,400,0.00208318
L2103_3699,2103,3699,138.0,1.05,400,0.00209817
L3268_3375,3268,3375,138.0,6.62,400,0.01321676
L1729_3358,1729,3358,138.0,3.49,400,0.00695642
L985_986,985,986,138.0,19.74,2400.0,0.03938248
L3920_3921,3920,3921,138.0,0.98,400,0.0019538
L2678_2679,2678,2679,138.0,4.66,600.0,0.00929184
L1339_1431,1339,1431,138.0,12.02,600.0,0.02399242
L531_3311,531,3311,138.0,0.46,400,0.00091232
L2617_4078,2617,4078,138.0,6.72,400,0.0134018
L549_3753,549,3753,138.0,1.01,400,0.00201632
L273_274,273,274,138.0,1.82,600.0,0.00363076
L1902_4007,1902,4007,138.0,3.76,400,0.00749361
L1378_1402,1378,1402,138.0,0.49,400,0.00098433
L4134_4223,4134,4223,138.0,2.18,400,0.00434688
L710_3812,710,3812,345.0,3.38,1200,0.00090955
L1747_3364,1747,3364,138.0,2.11,400,0.00420725
L969_1943,969,1943,138.0,49.17,600.0,0.09811503
L591_593,591,593,345.0,29.28,2400.0,0.00787097
L308_309,308,309,138.0,4.08,600.0,0.00813859
L1745_3348,1745,3348,138.0,2.68,400,0.00534523
L1421_2123,1421,2123,138.0,3.96,600.0,0.007911
L25_3148,25,3148,138.0,27.96,400,0.05579734
L2070_4056,2070,4056,138.0,18.0,400,0.03591127
L506_510,506,510,138.0,23.41,600.0,0.04670874
L1016_4125,1016,4125,138.0,4.2,400,0.00838754
L2868_4123,2868,4123,138.0,0.97,400,0.001938
L3699_3700,3699,3700,138.0,1.04,400,0.00208441
L555_808,555,808,345.0,3.89,2400.0,0.00104526
L2488_2489,2488,2489,138.0,1.12,600.0,0.0022345
L1920_4129,1920,4129,138.0,1.2,400,0.0023875
L2225_4204,2225,4204,138.0,1.84,400,0.00367544
L752_3766,752,3766,138.0,1.55,400,0.00310084
L2393_3170,2393,3170,138.0,2.62,400,0.00523631
L170_3652,170,3652,138.0,1.57,400,0.00313175
L2755_2756,2755,2756,138.0,2.24,2400.0,0.00447769
L1040_4095,1040,4095,138.0,2.05,400,0.00409759
L2975_4139,2975,4139,138.0,4.28,400,0.00853921
L319_320,319,320,138.0,1.02,600.0,0.00202912
L1408_3434,1408,3434,138.0,0.32,400,0.00062907
L10_3797,10,3797,345.0,1.06,1200,0.00028382
L2344_4214,2344,4214,138.0,5.93,400,0.01183996
L1312_3341,1312,3341,138.0,2.35,400,0.00469508
L315_329,315,329,138.0,6.21,600.0,0.01239734
L2618_2621,2618,2621,138.0,1.4,600.0,0.00278818
L3693_3694,3693,3694,138.0,0.8,400,0.00159621
L263_3421,263,3421,138.0,1.91,400,0.00380271
L3737_3822,3737,3822,138.0,0.45,400,0.0008977
L2143_2997,2143,2997,138.0,22.3,600.0,0.04449073
L1731_3356,1731,3356,138.0,0.56,400,0.00111185
L902_1705,902,1705,138.0,1.75,2400.0,0.00349814
L1721_3225,1721,3225,138.0,6.99,400,0.01394153
L167_3653,167,3653,138.0,0.93,400,0.0018476
L424_3181,424,3181,138.0,3.22,400,0.0064339
L268_273,268,273,138.0,4.73,600.0,0.00943495
L418_1966,418,1966,138.0,14.16,600.0,0.0282631
L462_491,462,491,345.0,38.86,1200,0.01044838
L1436_3425,1436,3425,138.0,1.75,400,0.00349143
L411_414,411,414,138.0,7.76,600.0,0.01548395
L1353_3554,1353,3554,138.0,0.48,400,0.00096088
L1588_2923,1588,2923,345.0,8.66,2400.0,0.00232781
L4166_4227,4166,4227,138.0,5.33,400,0.01062938
L3970_4255,3970,4255,138.0,4.82,400,0.0096146
L3325_3565,3325,3565,138.0,0.5,400,0.00099203
L957_958,957,958,138.0,2.95,600.0,0.00588586
L1087_1089,1087,1089,138.0,11.3,600.0,0.02254787
L1524_2053,1524,2053,345.0,3.84,2400.0,0.00103201
L3838_3840,3838,3840,138.0,0.47,400,0.00093161
L2132_4274,2132,4274,138.0,1.9,400,0.00379046
L160_162,160,162,138.0,0.75,400,0.00150004
L772_774,772,774,138.0,11.0,600.0,0.02195246
L702_3733,702,3733,138.0,25.79,400,0.05146833
L1437_1439,1437,1439,138.0,10.28,600.0,0.02050862
L326_849,326,849,138.0,11.12,600.0,0.02218762
L354_355,354,355,138.0,22.16,600.0,0.04421889
L2445_2446,2445,2446,138.0,8.77,600.0,0.0175094
L1044_2880,1044,2880,138.0,2.88,600.0,0.00573965
L3189_3427,3189,3427,138.0,19.16,400,0.03823399
L389_3388,389,3388,138.0,1.14,400,0.00228199
L1125_1132,1125,1132,138.0,1.41,600.0,0.00281564
L256_3637,256,3637,138.0,0.65,400,0.00128974
L2405_4244,2405,4244,138.0,0.38,400,0.00076004
L128_818,128,818,345.0,8.51,2400.0,0.00228659
L719_3742,719,3742,138.0,0.33,400,0.00065728
L505_3715,505,3715,138.0,17.56,400,0.03503204
L1231_3496,1231,3496,138.0,2.29,400,0.00456256
L106_107,106,107,138.0,1.68,2400.0,0.00335939
L555_1602,555,1602,138.0,28.37,600.0,0.05660894
L2303_3941,2303,3941,138.0,6.73,400,0.0134365
L4046_4207,4046,4207,138.0,2.81,400,0.0056041
L421_422,421,422,138.0,18.39,600.0,0.03670469
L1725_1726,1725,1726,138.0,1.25,600.0,0.00249282
L2160_2400,2160,2400,138.0,7.0,600.0,0.01396526
L1023_1774,1023,1774,138.0,3.31,600.0,0.00660936
L2256_3672,2256,3672,138.0,1.17,400,0.00232771
L1130_3318,1130,3318,138.0,4.75,400,0.00948073
L959_1603,959,1603,345.0,10.7,2400.0,0.00287646
L1923_3714,1923,3714,138.0,19.46,400,0.03882505
L1844_1848,1844,1848,138.0,18.83,600.0,0.0375806
L798_799,798,799,138.0,4.91,600.0,0.00978933
L1605_2001,1605,2001,345.0,37.7,2400.0,0.0101369
L1337_3459,1337,3459,138.0,2.13,400,0.00425089
L2499_3864,2499,3864,138.0,0.42,400,0.00084152
L1448_3157,1448,3157,138.0,0.52,400,0.00104157
L1712_3370,1712,3370,138.0,3.2,400,0.0063936
L2078_4258,2078,4258,138.0,0.34,400,0.00067729
L976_4148,976,4148,138.0,4.13,400,0.00823212
L1127_1128,1127,1128,138.0,5.29,600.0,0.01056471
L2624_3972,2624,3972,138.0,3.41,400,0.0068057
L451_541,451,541,138.0,8.78,600.0,0.01751209
L498_3846,498,3846,138.0,5.1,400,0.0101809
L1015_2846,1015,2846,138.0,3.54,2400.0,0.00705477
L2930_2931,2930,2931,138.0,1.32,2400.0,0.00262655
L1561_3951,1561,3951,345.0,2.25,1200,0.00060434
L1019_2258,1019,2258,138.0,0.8,400,0.00159867
L3442_3652,3442,3652,138.0,1.28,400,0.00254753
L262_263,262,263,138.0,11.32,600.0,0.0225945
L3347_3684,3347,3684,138.0,0.53,400,0.00105737
L251_3638,251,3638,138.0,4.15,400,0.00827927
L1046_4094,1046,4094,138.0,0.52,400,0.00104689
L1210_1212,1210,1212,138.0,15.3,600.0,0.03052166
L1771_1772,1771,1772,138.0,3.46,600.0,0.00690741
L67_70,67,70,138.0,20.82,600.0,0.04154807
L1549_2716,1549,2716,345.0,11.22,2400.0,0.00301691
L877_892,877,892,138.0,0.6,400,0.00119216
L1662_3385,1662,3385,345.0,7.25,1200,0.00194818
L1870_3264,1870,3264,138.0,0.31,400,0.00061895
L3717_3725,3717,3725,138.0,17.12,400,0.03415844
L196_210,196,210,138.0,31.2,600.0,0.06224969
L3857_3859,3857,3859,138.0,0.72,400,0.00143368
L394_395,394,395,138.0,7.27,600.0,0.01451565
L979_984,979,984,138.0,33.12,600.0,0.06608678
L430_3615,430,3615,138.0,21.38,400,0.04266256
L1001_1009,1001,1009,138.0,30.57,600.0,0.0610037
L1189_1191,1189,1191,138.0,4.7,600.0,0.00937311
L1761_3186,1761,3186,345.0,2.45,1200,0.00065977
L2931_4052,2931,4052,138.0,0.45,400,0.0009074
L581_3222,581,3222,138.0,2.96,400,0.00590114
L905_3627,905,3627,138.0,9.47,400,0.01889754
L962_3157,962,3157,138.0,31.55,400,0.06294865
L1170_3532,1170,3532,138.0,3.83,400,0.00764238
L943_1333,943,1333,138.0,9.27,600.0,0.01850709
L2519_2587,2519,2587,138.0,2.77,600.0,0.00553509
L3274_3275,3274,3275,138.0,17.06,400,0.03404195
L1438_3182,1438,3182,138.0,2.26,400,0.00450746
L1919_4100,1919,4100,345.0,4.56,1200,0.00122506
L2496_2525,2496,2525,138.0,17.57,600.0,0.0350535
L1410_3433,1410,3433,138.0,4.6,400,0.00918306
L4061_4181,4061,4181,138.0,0.78,400,0.0015526
L1717_3237,1717,3237,138.0,11.79,400,0.02352646
L362_369,362,369,138.0,9.06,600.0,0.018074
L2057_3485,2057,3485,138.0,3.25,400,0.00648783
L1414_1850,1414,1850,138.0,0.98,400,0.00195619
L2477_2479,2477,2479,138.0,4.95,2400.0,0.00987165
L934_3447,934,3447,138.0,4.09,400,0.00815604
L3001_4118,3001,4118,138.0,8.67,400,0.01729441
L1931_3153,1931,3153,138.0,0.47,400,0.00094756
L4122_4140,4122,4140,138.0,1.96,400,0.00392048
L1325_1423,1325,1423,138.0,2.62,600.0,0.00521933
L2503_3857,2503,3857,138.0,0.36,400,0.00072706
L2637_2651,2637,2651,138.0,5.29,600.0,0.01054994
L853_1503,853,1503,345.0,0.59,1200,0.00015951
L3491_3685,3491,3685,138.0,0.52,400,0.00103085
L3936_4053,3936,4053,138.0,1.82,400,0.00363313
L3698_3701,3698,3701,138.0,0.48,400,0.00096242
L1475_3787,1475,3787,138.0,6.42,400,0.01280557
L2027_3783,2027,3783,138.0,0.69,400,0.00136931
L2798_2806,2798,2806,138.0,3.44,2400.0,0.00686768
L2590_2644,2590,2644,138.0,5.81,600.0,0.01159438
L1412_3438,1412,3438,138.0,5.24,400,0.01045595
L3949_4063,3949,4063,138.0,5.21,400,0.01040068
L54_4072,54,4072,138.0,1.41,400,0.0028195
L169_3653,169,3653,138.0,2.68,400,0.00534983
L2471_2473,2471,2473,138.0,1.93,600.0,0.00384451
L2870_3021,2870,3021,138.0,3.4,600.0,0.00678148
L1838_1839,1838,1839,138.0,3.97,600.0,0.00792403
L389_3554,389,3554,138.0,0.35,400,0.00070361
L1694_4022,1694,4022,345.0,0.33,1200,8.861e-05
L451_543,451,543,138.0,6.48,600.0,0.01292431
L596_597,596,597,138.0,1.4,2400.0,0.00278617
L3021_3024,3021,3024,138.0,1.74,600.0,0.00347456
L2257_4172,2257,4172,138.0,3.28,400,0.00653748
L1590_4139,1590,4139,345.0,4.37,1200,0.00117577
L1010_4132,1010,4132,138.0,0.84,400,0.00167267
L1361_3986,1361,3986,138.0,2.35,400,0.00468092
L2832_2833,2832,2833,138.0,6.26,600.0,0.01249136
L1447_1603,1447,1603,345.0,17.93,2400.0,0.00481966
L2200_2292,2200,2292,138.0,2.09,2400.0,0.00416543
L447_449,447,449,138.0,17.29,600.0,0.03449958
L1151_3546,1151,3546,138.0,3.51,400,0.00699605
L895_3211,895,3211,138.0,0.46,400,0.00091523
L1304_3319,1304,3319,138.0,4.12,400,0.00821816
L3258_3259,3258,3259,138.0,9.77,400,0.01949906
L1105_3318,1105,3318,138.0,0.87,400,0.00173997
L1722_1723,1722,1723,345.0,4.63,2400.0,0.00124551
L296_297,296,297,138.0,5.8,600.0,0.01157864
L426_428,426,428,138.0,5.15,600.0,0.01027337
L2843_4085,2843,4085,138.0,5.13,400,0.01023768
L1902_2873,1902,2873,138.0,3.86,2400.0,0.00770954
L3000_4236,3000,4236,138.0,7.55,400,0.01506975
L1409_3502,1409,3502,345.0,6.21,1200,0.00166837
L400_3952,400,3952,138.0,2.35,400,0.00468423
L2224_4257,2224,4257,138.0,6.34,400,0.01264237
L1627_4220,1627,4220,138.0,4.55,400,0.00906916
L3738_3740,3738,3740,138.0,18.2,400,0.03631356
L1141_1283,1141,1283,138.0,15.18,600.0,0.03029318
L874_1933,874,1933,138.0,39.62,600.0,0.07905051
L1923_3747,1923,3747,138.0,17.34,400,0.03460079
L10_768,10,768,345.0,19.88,2400.0,0.00534427
L116_1700,116,1700,345.0,5.08,2400.0,0.00136594
L723_3724,723,3724,138.0,16.31,400,0.03253725
L1002_1003,1002,1003,138.0,19.82,600.0,0.03954121
L104_3247,104,3247,138.0,1.8,400,0.0035852
L1974_2542,1974,2542,138.0,1.01,600.0,0.0020164
L225_1819,225,1819,138.0,8.96,600.0,0.0178719
L1165_1861,1165,1861,345.0,7.08,2400.0,0.00190406
L4016_4017,4016,4017,138.0,6.41,400,0.01278654
L2743_2744,2743,2744,138.0,3.29,600.0,0.00656817
L281_313,281,313,138.0,14.9,600.0,0.02972654
L661_3401,661,3401,138.0,11.83,400,0.02361208
L1232_3259,1232,3259,138.0,1.37,400,0.00273837
L1058_4011,1058,4011,138.0,1.21,400,0.00242033
L466_700,466,700,138.0,33.8,600.0,0.06744192
L75_76,75,76,138.0,6.83,600.0,0.01362162
L2856_4062,2856,4062,138.0,2.41,400,0.00481136
L937_1662,937,1662,345.0,5.44,2400.0,0.00146264
L630_3723,630,3723,138.0,46.14,400,0.09207527
L2288_3157,2288,3157,138.0,53.1,400,0.10596099
L1717_3461,1717,3461,138.0,3.66,400,0.00730562
L3867_3869,3867,3869,138.0,4.03,400,0.00804781
L2148_2674,2148,2674,138.0,7.15,600.0,0.01427116
L218_3649,218,3649,138.0,8.66,400,0.01727417
L78_84,78,84,138.0,57.88,600.0,0.11549898
L3449_3450,3449,3450,138.0,1.56,400,0.00311732
L404_4186,404,4186,138.0,11.28,400,0.02250239
L2499_3848,2499,3848,138.0,0.36,400,0.00070931
L1985_3944,1985,3944,138.0,1.94,400,0.00387592
L1036_4099,1036,4099,138.0,4.36,400,0.00869267
L934_935,934,935,138.0,4.58,600.0,0.00913866
L1925_3228,1925,3228,138.0,17.97,400,0.03585456
L677_3285,677,3285,138.0,17.15,400,0.03422172
L903_1095,903,1095,138.0,21.67,600.0,0.04323408
L4254_4299,4254,4299,138.0,8.07,400,0.01611059
L253_3638,253,3638,138.0,2.46,400,0.00491419
L1704_3293,1704,3293,138.0,0.33,400,0.00065696
L965_3156,965,3156,138.0,0.52,400,0.00104161
L2508_3976,2508,3976,138.0,1.54,400,0.0030697
L2559_2637,2559,2637,138.0,0.36,400,0.00071488
