GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,POPULATION,LOAD_MW
79904,22700656,3207,8.765,0.001,31.852764,-106.447636,33084,66.168
79905,16850373,300309,6.506,0.116,31.766054,-106.426202,22767,45.534
79906,10752302,0,4.151,0.0,31.810651,-106.404743,3452,6.904
79907,35258012,81829,13.613,0.032,31.707231,-106.326563,51208,102.416
79908,50517553,7351,19.505,0.003,31.846124,-106.381458,6351,12.702
79911,16155858,0,6.238,0.0,31.892461,-106.542564,5905,11.81
79912,61344269,151048,23.685,0.058,31.848583,-106.534316,79861,159.722
79915,23158076,236165,8.941,0.091,31.746041,-106.371426,36797,73.59400000000001
79916,4336425,0,1.674,0.0,31.813968,-106.418136,4238,8.476
79920,12765,0,0.005,0.0,31.824725,-106.451727,9,0.018
79922,16878493,195139,6.517,0.075,31.814909,-106.56124,7890,15.78
79924,31705858,0,12.242,0.0,31.902442,-106.413245,59816,119.632
79925,44125168,18420,17.037,0.007,31.79695,-106.35688,39868,79.736
79927,73349610,703938,28.32,0.272,31.640206,-106.268949,42221,84.44200000000001
79928,269625775,13207,104.103,0.005,31.631426,-106.160065,62344,124.688
79930,28413814,38656,10.971,0.015,31.831224,-106.48486,28091,56.182
79932,36967358,511604,14.273,0.198,31.874971,-106.607981,28893,57.786
79934,153423879,178564,59.237,0.069,31.950669,-106.433518,26360,52.72
79935,9079681,0,3.506,0.0,31.767945,-106.330177,18546,37.092
79936,68971190,54180,26.63,0.021,31.776593,-106.296976,108668,217.336
79938,943746827,171229,364.383,0.066,31.829712,-105.971362,83326,166.65200000000002
79942,92955782,39827,35.89,0.015,30.575618,-101.331239,0,0.0
